CLIENTNUM,idstatus,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
711866358,1,2,3,4429000,78,0
711870333,1,3,3,1628000,51,4.6000000089406967E-2
711871758,2,2,3,2487000,39,0.86599999666213989
711873033,2,2,3,2549000,56,0
711873858,1,3,2,4667000,91,0.50599998235702515
711874833,1,3,2,5497000,88,0
711876333,1,1,4,1312000,29,0.29499998688697815
711877458,1,2,2,4072000,72,0
711878733,1,1,3,1685000,45,0.20200000703334808
711879633,1,1,2,4480000,70,0.71799999475479126
711881733,1,3,3,4548000,76,0
711883833,1,1,1,4752000,88,0.3619999885559082
711885258,1,3,4,2078000,42,0.12800000607967377
711886383,2,3,3,2426000,46,0.11299999803304672
711887583,2,3,3,836000,18,0.29899999499320984
711890808,1,2,2,4267000,72,0.81099998950958252
711891933,1,3,3,3369000,59,0.12200000137090683
711893358,1,2,1,4087000,66,0.50400000810623169
711900033,1,2,1,5242000,81,0.37200000882148743
711902058,1,3,2,2492000,55,0
711904008,2,3,5,2203000,41,0
711906033,1,2,2,3546000,63,0.18299999833106995
711907083,1,3,4,2950000,64,7.2999998927116394E-2
711909933,1,3,1,4815000,83,0.38100001215934753
711913833,1,2,4,1865000,31,0.16300000250339508
711916533,1,1,2,4734000,83,0.335999995470047
711918033,2,1,3,2050000,32,0.73199999332427979
711919608,2,3,2,2702000,32,0.84700000286102295
711922158,1,3,3,5109000,62,0
711925608,1,2,2,3886000,81,8.9000001549720764E-2
711927108,2,3,4,1196000,28,3.7000000476837158E-2
711929058,1,3,5,2157000,49,4.6999998390674591E-2
711934308,1,2,3,3342000,62,0
711935283,2,1,4,1427000,36,0
711937158,1,3,3,4837000,87,0
711939558,2,2,3,2596000,39,0
711942783,1,1,3,4048000,61,0.81099998950958252
711944733,1,2,2,5401000,93,0.56800001859664917
711947358,1,3,1,7716000,83,6.4000003039836884E-2
711948333,1,1,2,1190000,30,7.6999999582767487E-2
711949683,2,2,3,1883000,44,0.57099997997283936
711953358,1,2,2,4605000,88,0.36500000953674316
711954558,1,3,4,1333000,34,0.89399999380111694
711957708,1,3,4,2064000,33,0.58600002527236938
711963183,1,3,3,7588000,98,0
711964533,1,3,2,4155000,68,0.41200000047683716
711967158,1,3,1,4359000,79,0.62000000476837158
711968358,1,2,1,4153000,77,0.53899997472763062
711970533,1,2,0,4365000,71,0.90499997138977051
711977508,2,2,4,2141000,40,0.8410000205039978
711978858,1,3,2,4422000,70,0.13199999928474426
711982383,1,3,2,4694000,79,8.1000000238418579E-2
711984633,1,2,3,4373000,89,0.83899998664855957
711985833,1,1,0,1190000,46,0.625
711989358,1,2,1,3811000,62,6.1000000685453415E-2
711990933,1,3,2,3292000,62,0
711992133,1,2,2,4801000,72,0.33399999141693115
711993258,1,3,2,4240000,73,0.24899999797344208
711994458,1,4,0,4234000,75,0
711999783,1,2,2,1406000,23,0.28400000929832458
712000758,1,2,1,3997000,54,5.7000000029802322E-2
712003083,1,2,4,1612000,33,6.1000000685453415E-2
712004208,1,3,2,1973000,59,0
712005108,1,3,3,1376000,44,0.68300002813339233
712006308,1,1,3,1236000,35,0.28499999642372131
712009083,1,1,2,8980000,93,0.12399999797344208
712010358,2,3,2,7567000,76,0
712011633,1,1,3,3652000,64,0.30399999022483826
712012758,1,1,3,4195000,81,0.85000002384185791
712013808,1,3,2,4196000,71,0.63300001621246338
712014708,1,1,2,4518000,90,0.51499998569488525
712018233,1,3,3,4697000,94,0.15199999511241913
712019883,1,3,3,3337000,69,0.11999999731779099
712021233,2,1,3,9356000,74,0
712022883,1,1,2,4555000,82,0.41699999570846558
712024908,1,2,3,1439000,39,0.47600001096725464
712025958,1,2,3,14672000,110,4.1000001132488251E-2
712027683,1,2,2,1336000,38,0.21400000154972076
712029783,1,2,1,7836000,93,6.4999997615814209E-2
712030833,2,4,4,691000,15,0
712033833,1,3,2,3899000,70,0.7160000205039978
712036383,2,3,3,9980000,68,0
712037358,1,3,2,1509000,45,0.3449999988079071
712038258,2,3,3,2538000,42,5.2000001072883606E-2
712040433,1,2,3,2097000,57,0.95399999618530273
712043433,1,2,2,1213000,33,0.10400000214576721
712044558,2,2,3,6408000,70,9.0000003576278687E-2
712046808,2,3,3,2003000,43,0.40999999642372131
712048008,1,2,2,4127000,69,0.76200002431869507
712049208,1,1,2,1238000,25,0.63599997758865356
712050933,2,2,3,1533000,41,0
712052058,1,3,0,4212000,75,0.16699999570846558
712053033,1,3,2,8444000,81,0.36700001358985901
712055433,1,2,1,14137000,116,0.57599997520446777
712058133,1,3,3,7735000,74,0.31099998950958252
712058958,1,3,4,2744000,75,0
712060158,1,2,3,2483000,59,0.63300001621246338
712064358,1,3,4,1999000,34,0.61599999666213989
712069008,1,2,0,1614000,33,0.44600000977516174
712070208,1,4,1,4141000,82,0.36800000071525574
712071708,1,3,4,1320000,35,0.64099997282028198
712072908,1,3,2,1382000,40,0.25799998641014099
712075083,2,3,3,4830000,50,0
712076358,1,3,2,3535000,57,0.1679999977350235
712080333,1,2,4,16252000,112,0.37700000405311584
712084383,1,2,2,4247000,81,0.26199999451637268
712085733,1,2,3,3491000,64,0.02500000037252903
712089108,1,3,3,4631000,76,3.9999999105930328E-2
712091433,1,2,3,2950000,61,4.8999998718500137E-2
712092783,2,2,3,2027000,42,0
712096758,1,3,1,4504000,81,0.12200000137090683
712098033,1,3,1,4945000,78,7.1999996900558472E-2
712102983,1,3,3,3832000,87,0
712104333,1,2,3,14401000,100,0.13699999451637268
712105533,1,3,4,2905000,56,0.73299998044967651
712107783,1,2,2,16132000,118,0.10499999672174454
712110333,2,1,3,2568000,48,0
712111608,1,1,3,4919000,72,0
712112733,1,2,2,2518000,67,0.164000004529953
712113558,2,3,3,6549000,75,5.0999999046325684E-2
712114458,1,3,3,3941000,64,0.62000000476837158
712115958,1,3,4,3562000,74,0.8059999942779541
712117983,1,3,2,4787000,60,0.10700000077486038
712120608,2,2,3,861000,15,0.52700001001358032
712121508,1,2,0,5200000,89,0
712123008,1,3,1,14532000,116,0.1379999965429306
712125258,2,3,3,701000,19,0
712128258,1,3,5,15872000,116,0.1550000011920929
712129158,1,3,1,7747000,104,0.13699999451637268
712130058,2,3,4,2415000,41,3.9000000804662704E-2
712132383,1,2,3,5056000,82,0.45899999141693115
712133508,1,0,2,4734000,75,0.61400002241134644
712136058,2,3,3,2643000,50,0
712137033,1,1,2,4725000,63,0.62800002098083496
712138008,1,3,1,4569000,70,0.6940000057220459
712138983,1,3,2,1744000,53,0.75199997425079346
712141683,1,2,1,3457000,61,0.25600001215934753
712142733,1,3,2,2028000,39,0.60900002717971802
712144158,2,6,3,2164000,45,0.49200001358985901
712146558,1,2,3,3230000,65,0.68500000238418579
712149033,1,1,1,1834000,55,0.3580000102519989
712152408,1,2,1,12478000,97,5.6000001728534698E-2
712154883,1,2,2,4823000,72,0.70599997043609619
712157958,2,3,2,4883000,42,0
712159083,2,3,3,901000,35,0
712160058,2,5,4,2146000,44,0
712161858,2,2,3,2244000,54,0
712163433,2,2,4,2164000,36,0.38199999928474426
712164333,2,3,2,1758000,51,0.12999999523162842
712165308,1,2,4,4255000,61,0.12200000137090683
712166583,1,3,3,3490000,66,0.3580000102519989
712168833,1,3,3,1426000,37,0.68900001049041748
712169883,1,3,2,4190000,74,7.8000001609325409E-2
712171158,1,1,1,4986000,79,0
712173108,1,1,3,4228000,82,0.81400001049041748
712176708,1,3,3,4609000,87,0.60500001907348633
712177908,1,3,1,4310000,75,0.72100001573562622
712178883,1,2,1,3592000,79,0.30500000715255737
712180308,1,3,3,14755000,123,6.8000003695487976E-2
712181658,1,3,1,4983000,86,0.64499998092651367
712184133,1,3,3,5089000,80,0.64600002765655518
712187808,1,3,4,1826000,35,0
712189233,1,1,3,3095000,63,0.48800000548362732
712190358,1,3,2,5199000,73,0.9779999852180481
712191783,1,1,1,7788000,94,4.6999998390674591E-2
712195383,1,2,3,14932000,110,0.17299999296665192
712196508,2,3,3,1015000,27,3.9000000804662704E-2
712198983,1,3,3,3169000,67,0
712200033,1,3,3,4983000,78,0
712202433,1,3,4,3687000,68,0.44699999690055847
712203333,1,2,1,4691000,76,0.24699999392032623
712204308,1,1,1,2878000,65,0.05000000074505806
712206033,1,1,2,16089000,119,0.36599999666213989
712206858,1,3,2,3094000,45,6.8000003695487976E-2
712207683,1,3,2,1555000,37,0.13300000131130219
712208658,1,2,1,8126000,95,9.4999998807907104E-2
712210458,1,3,2,16628000,109,0.27599999308586121
712214283,1,3,3,4827000,70,0
712215258,1,2,3,1298000,22,0
712216533,1,2,3,1715000,43,9.3000002205371857E-2
712219083,1,3,3,7892000,83,0.26800000667572021
712220283,1,2,3,4215000,63,0
712221408,1,3,2,4767000,82,0.56099998950958252
712222758,2,2,3,2500000,47,0
712225008,1,6,3,3998000,80,0.18199999630451202
712228458,1,3,1,4302000,63,4.1999999433755875E-2
712229283,2,2,3,2306000,46,0
712230408,1,2,4,3700000,80,0.20800000429153442
712231308,1,1,3,13849000,128,0.10100000351667404
712233183,1,3,1,3244000,62,0.37999999523162842
712234308,1,1,2,4767000,90,0.36599999666213989
712235433,2,3,2,2326000,50,0
712236483,1,3,4,4487000,71,0.12700000405311584
712237458,1,2,2,3752000,78,6.8999998271465302E-2
712238958,1,2,3,15571000,115,0.14499999582767487
712240083,2,2,2,858000,22,0.67500001192092896
712241433,1,2,1,4247000,84,0.69700002670288086
712242633,1,1,4,3911000,76,0.93999999761581421
712244733,1,1,2,4412000,73,0.71200001239776611
712246983,1,2,5,15338000,121,0.14399999380111694
712253058,1,2,1,4189000,83,0.59799998998641968
712255458,1,1,5,2879000,63,0.24400000274181366
712256358,1,3,1,13672000,110,7.0000000298023224E-2
712257258,2,2,5,1441000,39,0
712258308,1,1,3,4394000,75,0.53799998760223389
712260633,1,1,4,13643000,94,9.0999998152256012E-2
712263258,1,3,3,3371000,62,0
712265508,2,1,3,8363000,65,0
712266633,1,2,1,8796000,94,6.8999998271465302E-2
712267983,2,3,3,2477000,42,0.83300000429153442
712268808,1,2,3,8765000,105,7.1000002324581146E-2
712270158,1,2,3,1208000,31,0.60900002717971802
712271958,1,2,3,3672000,75,0.18299999833106995
712275108,1,3,3,1955000,44,0.31400001049041748
712278108,1,3,1,4821000,67,0.56599998474121094
712279683,2,3,3,2740000,52,0
712281183,1,2,2,1425000,33,3.5000000149011612E-2
712283808,1,2,2,1964000,44,0.11400000005960464
712285908,1,4,1,5228000,73,0.77600002288818359
712287333,1,1,4,4048000,74,5.9999998658895493E-2
712288158,1,3,2,2864000,37,0.43000000715255737
712290258,1,1,3,4056000,67,0.69800001382827759
712291308,1,1,3,1852000,38,0.76200002431869507
712292133,2,2,4,2107000,40,0.98500001430511475
712294083,2,3,4,2367000,45,0
712294983,1,2,4,4496000,71,0.59600001573562622
712296408,1,3,3,15681000,96,0.17499999701976776
712297683,2,3,2,2196000,35,0
712298883,1,3,1,2987000,73,0.460999995470047
712299858,1,3,3,1365000,38,0.75599998235702515
712300683,1,2,1,4897000,96,0
712302783,1,3,1,4426000,76,0.3529999852180481
712303908,1,1,2,3407000,66,0.73100000619888306
712305333,1,2,2,4064000,65,0.57099997997283936
712307283,2,2,3,2239000,43,0.27700001001358032
712309758,1,2,3,4351000,75,8.6000002920627594E-2
712311258,1,3,3,4634000,54,0.66100001335144043
712312908,1,2,4,3890000,66,0
712315683,2,1,1,973000,25,0.76599997282028198
712319058,1,3,0,2468000,58,0.414000004529953
712319958,1,2,1,3853000,71,0.2070000022649765
712322058,1,1,3,3432000,49,0.82800000905990601
712323183,1,2,1,3738000,63,0
712325433,1,2,2,4131000,80,0.52999997138977051
712326708,1,2,3,4437000,61,0.87000000476837158
712327608,2,3,2,2321000,45,0
712329933,2,3,2,1998000,44,0
712332183,1,1,0,3934000,74,2.9999999329447746E-2
712335858,1,3,2,4867000,67,0.79400002956390381
712337208,1,3,2,13647000,93,7.9999998211860657E-2
712338033,1,2,4,1687000,40,0.10599999874830246
712340733,1,2,2,1792000,48,5.9000000357627869E-2
712341933,1,3,2,13578000,105,4.8000000417232513E-2
712342833,1,3,1,4042000,80,0.38100001215934753
712347258,1,3,2,4419000,68,0
712349808,1,1,2,4176000,76,5.4000001400709152E-2
712350858,1,1,3,1303000,39,0.11800000071525574
712351908,1,2,3,8029000,81,6.3000001013278961E-2
712361583,1,3,1,3756000,67,0.02199999988079071
712363158,1,2,1,14732000,115,6.4999997615814209E-2
712364283,1,3,2,3960000,79,0.62900000810623169
712365483,1,2,4,3690000,76,0.18000000715255737
712367658,1,3,0,13830000,112,8.1000000238418579E-2
712369308,2,3,2,1969000,38,0.28700000047683716
712370208,1,2,2,1371000,37,7.1000002324581146E-2
712372158,1,1,3,1859000,47,5.9999998658895493E-2
712373208,2,3,2,647000,19,0
712374708,1,2,2,14049000,120,3.9000000804662704E-2
712375758,1,3,1,1461000,42,8.6999997496604919E-2
712378983,2,6,5,2599000,61,0.12700000405311584
712381683,1,4,2,8281000,80,0.1120000034570694
712389108,1,3,2,4058000,83,0.81999999284744263
712390683,1,3,1,15573000,99,9.3999996781349182E-2
712392108,1,2,4,1451000,25,6.7000001668930054E-2
712394283,1,3,2,5109000,79,0.73400002717971802
712395408,2,3,3,2552000,42,0.46200001239776611
712396908,1,2,2,1570000,29,0.27900001406669617
712399308,2,3,3,2143000,67,0.79900002479553223
712401033,1,3,1,2186000,59,0.64499998092651367
712403358,1,4,4,4307000,76,0.48399999737739563
712404483,1,3,1,5189000,82,0.62999999523162842
712405908,1,2,3,7772000,76,6.5999999642372131E-2
712407033,1,2,3,4174000,59,7.0000000298023224E-2
712407783,1,3,3,4452000,83,0.65299999713897705
712410858,1,1,3,4143000,65,0.57700002193450928
712411908,1,2,5,4071000,67,0
712412958,1,1,2,14615000,124,4.5000001788139343E-2
712414908,1,2,1,4992000,80,0
712419708,1,1,2,2194000,53,0.45800000429153442
712420833,1,3,2,1527000,57,0.14000000059604645
712423233,1,3,1,3752000,71,5.9999998658895493E-2
712425258,1,1,3,4260000,72,0.74199998378753662
712428333,1,3,4,4041000,75,0.64899998903274536
712429458,1,3,3,4054000,72,0.37099999189376831
712431183,1,3,1,5282000,80,0
712433508,2,2,3,724000,16,0
712434708,2,3,2,2682000,47,0.76200002431869507
712437108,1,3,1,4889000,89,0
712438308,1,1,2,16730000,122,0
712440483,1,1,3,1164000,43,0.33899998664855957
712441308,2,2,3,9865000,65,0
712442508,1,3,4,3464000,70,0.54400002956390381
712443558,1,1,1,1994000,57,0
712444533,1,2,0,3880000,68,0
712445583,2,1,4,2323000,47,0
712446783,2,3,4,2400000,41,0.37900000810623169
712447758,1,2,3,7998000,82,0.210999995470047
712448658,2,3,2,2281000,55,0
712450008,2,2,4,2438000,41,0
712452033,1,2,3,2225000,44,0.33399999141693115
712453308,1,2,3,7737000,84,9.0000003576278687E-2
712454058,1,1,3,1099000,27,6.5999999642372131E-2
712454958,1,1,2,1539000,38,0.51599997282028198
712457208,2,3,4,8100000,77,0
712459233,1,3,3,1960000,57,0.69199997186660767
712460433,1,1,3,4112000,80,0.15600000321865082
712463883,1,2,3,3342000,63,4.1000001132488251E-2
712464933,1,2,2,15203000,114,0.10100000351667404
712470033,1,3,3,2960000,67,0.45199999213218689
712475733,1,2,3,1847000,39,0.77499997615814209
712479633,2,1,2,2428000,43,0
712481733,1,2,4,4078000,77,0.51399999856948853
712484733,1,2,3,4674000,85,0.28499999642372131
712487883,2,1,3,9071000,74,0
712489158,1,3,2,2781000,59,0.25900000333786011
712490283,1,3,3,2091000,48,0.79799997806549072
712491108,1,3,4,2601000,52,9.0000003576278687E-2
712493058,1,3,2,4524000,72,0
712494108,1,3,4,1872000,52,5.7000000029802322E-2
712495233,1,3,2,2411000,53,0.71700000762939453
712497783,1,2,3,14779000,94,0.15000000596046448
712500933,1,4,4,2997000,56,5.4999999701976776E-2
712503408,1,3,4,17498000,111,0.10599999874830246
712505658,1,1,3,1766000,45,0.36100000143051147
712506708,1,1,2,3178000,53,0.51200002431869507
712507758,1,3,3,5471000,87,0.55199998617172241
712509108,2,3,5,8356000,68,3.5000000149011612E-2
712510833,1,3,3,4121000,81,9.0999998152256012E-2
712513458,1,1,4,3150000,70,0.25400000810623169
712514508,1,4,2,3073000,49,0
712515558,1,2,3,2834000,77,6.4999997615814209E-2
712516608,1,2,3,14822000,96,0.32300001382827759
712517808,1,4,3,14830000,112,0.46599999070167542
712521783,1,2,4,3713000,65,8.5000000894069672E-2
712523283,1,3,2,1134000,31,0
712524858,1,6,3,4314000,74,0.61799997091293335
712531008,2,3,2,2510000,32,3.2000001519918442E-2
712532058,1,1,2,15508000,95,0.1120000034570694
712533708,1,2,2,4894000,85,0
712542258,1,1,3,4742000,79,0.67799997329711914
712544358,1,4,2,15552000,108,0.05299999937415123
712545183,1,4,2,3333000,66,0.84200000762939453
712546233,1,1,3,4065000,76,0
712549758,1,2,1,3749000,61,0
712551258,2,3,3,847000,17,0
712552608,2,3,1,2658000,43,0
712554183,1,3,2,4070000,71,0.23999999463558197
712555233,1,1,2,2023000,38,0.16899999976158142
712556433,1,2,3,15497000,92,0.40299999713897705
712557708,1,2,2,2274000,61,0.36300000548362732
712559058,1,3,2,4765000,76,7.2999998927116394E-2
712560558,1,2,1,4660000,87,0
712562433,2,3,3,2316000,43,0
712563408,2,1,6,2296000,46,0.44900000095367432
712566258,1,3,1,4486000,77,0.23800000548362732
712567083,1,2,2,4986000,88,0
712568358,1,2,2,3115000,69,0
712569408,1,2,3,4925000,82,0.40099999308586121
712570458,1,1,3,7890000,75,0.29199999570846558
712571883,1,3,2,4677000,58,0.14499999582767487
712572858,1,1,3,3831000,45,0.52799999713897705
712574583,1,1,3,5192000,70,0.2070000022649765
712575708,1,1,4,4455000,82,0.58899998664855957
712576908,1,2,4,1819000,24,0.49900001287460327
712578933,2,2,6,2500000,44,0
712579983,1,2,3,2258000,59,0
712580958,1,1,1,7399000,91,7.6999999582767487E-2
712582983,2,3,1,4729000,54,9.7999997437000275E-2
712586583,1,3,4,2152000,50,0.67000001668930054
712589658,1,2,2,1795000,37,0.15000000596046448
712591983,1,2,3,4104000,79,0.64600002765655518
712593933,2,3,4,2249000,42,0
712595433,1,2,3,1805000,37,0.18299999833106995
712597233,2,3,2,1714000,32,0.52999997138977051
712599783,1,2,1,4768000,82,0.12600000202655792
712602708,2,1,2,2039000,34,0
712604133,1,1,4,1736000,48,6.5999999642372131E-2
712606158,1,1,2,3685000,63,0.21199999749660492
712607583,1,3,3,2395000,50,4.3000001460313797E-2
712608783,1,1,3,1504000,34,3.7000000476837158E-2
712609533,1,2,1,13432000,118,0.45399999618530273
712611108,2,6,2,2280000,49,0.335999995470047
712612233,1,3,3,2067000,59,8.2000002264976501E-2
712613808,1,3,3,4283000,69,0.10999999940395355
712615008,1,3,2,3457000,66,3.7000000476837158E-2
712617408,1,3,3,2566000,74,0
712619808,1,2,1,4265000,87,0.46799999475479126
712620858,1,2,2,4572000,60,0.23299999535083771
712623258,2,3,3,2272000,42,0.45699998736381531
712624383,1,1,2,7707000,99,4.8999998718500137E-2
712627083,2,2,4,9867000,78,0
712630608,1,3,4,4430000,69,0.25400000810623169
712634133,1,2,4,1406000,37,0.62300002574920654
712636308,1,2,2,1627000,26,0.56999999284744263
712637283,1,1,2,5182000,78,0.73900002241134644
712640583,1,1,3,4950000,70,0.28600001335144043
712642533,1,1,3,3788000,76,6.4000003039836884E-2
712643358,1,2,4,1335000,23,0.56800001859664917
712644483,1,3,1,4270000,62,5.9999998658895493E-2
712645908,1,3,3,8804000,111,0.78700000047683716
712649058,1,2,2,4121000,82,0
712650333,1,3,2,1191000,40,0.13899999856948853
712652283,1,1,3,3030000,74,0.02199999988079071
712653183,1,1,4,3675000,81,0.85699999332427979
712654233,1,3,1,8327000,85,5.7000000029802322E-2
712655583,1,3,2,2036000,44,0.14200000464916229
712656783,2,4,3,2179000,40,0.30899998545646667
712658283,1,2,3,3222000,86,0.26199999451637268
712659408,1,3,2,4578000,81,0.7929999828338623
712660308,2,3,3,2472000,40,0
712661433,1,2,3,1444000,28,0
712662783,2,2,6,2577000,57,0.66399997472763062
712663533,1,4,2,3903000,62,0.67799997329711914
712664658,2,2,2,2549000,54,0
712665633,1,1,4,3472000,51,0.14399999380111694
712667058,1,1,3,4531000,76,0.63499999046325684
712667958,1,3,2,3732000,71,0.35100001096725464
712669983,1,3,3,4347000,75,0.15999999642372131
712672083,1,3,2,948000,24,0.51899999380111694
712673283,1,2,3,4886000,85,0
712674183,1,3,1,1271000,36,0.53600001335144043
712675158,1,3,2,4160000,75,0.2370000034570694
712676208,1,3,3,4084000,79,0.74099999666213989
712677633,2,3,4,2307000,28,0
712681608,1,4,2,4011000,70,0.29800000786781311
712682583,1,2,2,4984000,90,0.16699999570846558
712683633,2,3,3,2464000,37,0
712685733,1,3,2,3498000,68,4.8999998718500137E-2
712687083,1,1,3,7234000,83,0
712688433,1,2,3,2406000,65,0.460999995470047
712689333,1,3,2,1102000,31,5.9000000357627869E-2
712690458,1,1,2,15982000,113,0.52100002765655518
712691883,2,2,2,2245000,41,0.85500001907348633
712693908,2,4,1,1871000,32,5.6000001728534698E-2
712700358,1,3,2,2411000,60,0.68800002336502075
712701333,1,3,2,1219000,27,0.41200000047683716
712704933,2,3,3,2227000,41,0
712706058,2,2,4,1970000,46,0
712707408,1,2,2,3919000,57,0.33199998736381531
712709508,1,3,4,2645000,63,0
712710708,1,2,0,1445000,40,0.40299999713897705
712713108,1,2,3,4802000,85,0.92500001192092896
712714008,1,3,2,4714000,81,0.84500002861022949
712715208,2,3,2,2387000,51,0
712716108,1,1,1,7950000,86,0.36800000071525574
712718958,1,1,1,15019000,101,0.64999997615814209
712720158,1,2,3,1910000,32,0.11900000274181366
712721358,2,3,2,2059000,43,0.61799997091293335
712723608,1,2,4,3999000,66,0
712724733,1,3,1,3959000,71,0.62599998712539673
712727283,1,2,3,1281000,28,0.27300000190734863
712730583,1,2,3,1842000,50,0.14000000059604645
712732908,1,3,1,4116000,84,0.64099997282028198
712733958,2,3,3,2304000,46,0
712734933,2,2,3,1952000,39,0
712737108,1,1,2,4221000,75,0
712740108,2,3,1,2371000,45,0
712742808,1,3,3,1184000,21,0.37799999117851257
712747758,2,2,3,2037000,43,0
712751133,2,3,3,1829000,42,0.12099999934434891
712753758,1,4,3,4313000,75,0.69599997997283936
712755783,1,2,3,3886000,77,0
712757808,1,2,4,1731000,40,0
712760208,1,2,1,7921000,93,0.17700000107288361
712762758,1,2,0,3179000,79,0.13500000536441803
712763808,1,3,3,1468000,36,0.30399999022483826
712765158,1,3,3,2386000,47,0.85199999809265137
712766208,2,2,1,8603000,84,0
712767858,2,2,3,2181000,43,0.85000002384185791
712768983,2,4,2,8629000,65,7.0000002160668373E-3
712770408,2,3,2,2285000,40,0
712771233,1,4,1,4461000,80,0.50400000810623169
712774008,1,1,2,1489000,34,0.63899999856948853
712774908,1,2,2,5111000,83,0.7149999737739563
712777233,2,4,3,2701000,51,0
712778658,1,3,3,4238000,63,0.45399999618530273
712781883,1,1,3,5121000,83,0.20600000023841858
712783083,2,2,3,2013000,35,0
712784058,2,4,3,1142000,33,0.14699999988079071
712788258,1,2,1,7265000,80,0.73400002717971802
712789383,1,1,4,2048000,59,0.22599999606609344
712790358,2,3,4,2219000,44,0.44600000977516174
712795833,2,2,4,2270000,40,0.50099998712539673
712797258,1,1,3,1463000,38,6.1999998986721039E-2
712801758,1,1,2,3052000,63,0.94199997186660767
712802733,1,1,4,2965000,70,0.125
712804383,1,1,2,4684000,82,0.55699998140335083
712805658,1,3,2,4803000,72,0
712807758,2,3,3,2476000,32,0
712810233,1,2,3,4258000,80,0.69099998474121094
712812408,2,3,3,1921000,41,0
712813458,1,2,0,1414000,35,0.12700000405311584
712814658,1,1,2,4755000,82,0.62599998712539673
712815858,1,2,4,3525000,79,0
712816833,1,1,2,1425000,32,0.46799999475479126
712817808,1,2,1,2045000,53,0.32800000905990601
712820208,1,2,4,2141000,56,0.59600001573562622
712821333,1,3,3,1825000,50,0.26600000262260437
712822758,1,3,3,2730000,58,0.24699999392032623
712826208,1,1,2,1487000,33,0.55299997329711914
712827258,1,0,3,5046000,77,0
712828533,1,1,2,4820000,74,0
712829808,2,3,4,2031000,40,0
712831908,1,2,1,4556000,81,0.17299999296665192
712833633,1,1,3,13866000,98,6.1000000685453415E-2
712834533,1,2,4,4119000,75,0.47699999809265137
712835433,1,3,3,4869000,73,0
712837233,1,1,3,3671000,55,0.11400000005960464
712838358,1,2,3,4702000,84,0
712839633,1,1,3,8871000,97,4.6000000089406967E-2
712840608,1,2,3,4078000,85,0.36300000548362732
712841883,2,3,2,7155000,66,7.2999998927116394E-2
712843983,2,3,4,2288000,45,0.164000004529953
712845258,1,3,2,4161000,71,4.8000000417232513E-2
712846458,1,3,4,14709000,125,0.10000000149011612
712847208,1,2,3,1898000,50,0.3449999988079071
712849158,2,3,3,2186000,44,0.12600000202655792
712851108,1,1,5,2965000,51,0.15199999511241913
712852233,1,3,4,4583000,78,0.11500000208616257
712853358,2,3,2,2216000,44,0
712854633,1,1,3,2845000,57,0
712855683,1,2,2,4906000,89,0.39899998903274536
712860858,1,1,3,4943000,70,0
712863183,1,3,3,13819000,114,8.2999996840953827E-2
712864683,2,3,3,1693000,37,0
712865583,1,2,2,3939000,69,0.76200002431869507
712866933,1,3,4,3700000,73,0
712867983,1,1,4,5177000,66,0.210999995470047
712868733,1,1,2,1562000,27,0.84399998188018799
712869783,1,5,2,4606000,79,0
712872183,1,2,2,2464000,92,0.41800001263618469
712874433,1,1,0,5413000,90,0.27599999308586121
712876233,1,3,2,1289000,33,0.28700000047683716
712877733,1,3,3,4407000,84,0.10899999737739563
712879158,1,2,3,7693000,70,0.35400000214576721
712880283,1,3,0,1757000,45,0.27500000596046448
712881483,1,3,3,2041000,45,0.18999999761581421
712884408,1,2,0,7939000,95,0.33399999141693115
712885533,1,3,2,3291000,62,0.12399999797344208
712886733,1,3,3,4268000,87,0.75199997425079346
712887633,1,3,3,1753000,43,3.5000000149011612E-2
712890408,1,3,2,1338000,30,0.60500001907348633
712891833,1,1,1,3875000,84,0.69800001382827759
712894308,1,3,3,4345000,75,0
712895733,2,3,2,8659000,81,1.7000000923871994E-2
712899333,1,2,2,1100000,29,0.25499999523162842
712900308,2,3,3,2078000,37,0
712901283,2,3,2,1464000,32,0
712902483,1,2,2,1895000,43,0.82200002670288086
712905708,1,2,4,1188000,40,0.60399997234344482
712912233,1,4,1,14222000,122,0.63999998569488525
712914783,1,1,2,4743000,82,0
712916958,2,3,2,7026000,69,0
712918083,1,3,1,7527000,88,0.34700000286102295
712920633,1,1,1,4348000,79,0
712924383,2,2,2,990000,22,0.11599999666213989
712925808,2,3,2,4724000,60,0
712927383,2,3,3,1939000,49,0.44600000977516174
712931733,1,1,3,7136000,82,0.47699999809265137
712933083,1,1,2,2292000,49,0.75999999046325684
712934583,1,3,0,3490000,62,0
712936908,1,1,1,2969000,88,0.15299999713897705
712938258,1,1,3,8328000,94,0.12700000405311584
712939533,1,3,0,3789000,70,4.6000000089406967E-2
712940508,1,1,4,1896000,50,0.37700000405311584
712941483,2,3,3,6826000,61,0
712942308,1,1,3,3730000,67,0.13199999928474426
712943508,1,3,0,4608000,79,0.14800000190734863
712947333,2,3,0,1653000,44,0
712948383,1,6,1,7396000,100,0
712949733,1,2,3,3536000,61,0.31299999356269836
712950783,2,2,3,739000,16,0
712952283,1,1,2,14474000,121,4.6999998390674591E-2
712953483,2,3,4,1811000,39,0
712955433,1,2,2,7223000,90,0.2800000011920929
712960308,1,1,1,2117000,61,0.29100000858306885
